id_ocorrencia;local_ocorrencia;latitude_ocorrencia;longitude_ocorrencia;data_ocorrencia;hora_ocorrencia;presen_agen_segur_ocorrencia;qtd_morto_civil_ocorrencia;qtd_morto_agen_segur_ocorrencia;qtd_ferido_civil_ocorrencia;qtd_ferido_agen_segur_ocorrencia;estado_id;cidade_id;nome_cidade;cod_ibge_cidade;gentilico_cidade;populacao_cidade;area_cidade;densidade_demo_cidade;nome_estado;uf_estado;cod_ibge_estado;homem_qtd_mortos_oc;homem_qtd_feridos_oc;mulher_qtd_mortos_oc;mulher_qtd_feridos_oc;chacina_oc;chacina_qtd_mortos_oc;chacina_unidades_policiais_oc;ag_seguranca_vitima_oc;ag_seguranca_mortos_status_oc;ag_seguranca_feridos_status_oc;bala_perdida_oc;bala_perdida_qtd_mortos_oc;bala_perdida_qtd_feridos_oc;interior_residencia_oc;interior_residencia_qtd_mortos_oc;interior_residencia_qtd_feridos_oc;imediacao_ensino_oc;imediacao_ensino_qtd_mortos_oc;imediacao_ensino_qtd_feridos_oc;vitima_crianca_oc;vitima_crianca_qtd_mortos_oc;info_adicional_crianca_morta_oc;vitima_crianca_qtd_feridos_oc;info_adicional_crianca_ferida_oc;vitima_adolescente_oc;vitima_adolescente_qtd_mortos_oc;info_adicional_adolescente_morto_oc;vitima_adolescente_qtd_feridos_oc;info_adicional_adolescente_ferido_oc;vitima_idoso_oc;vitima_idoso_qtd_mortos_oc;info_adicional_idoso_morto_oc;vitima_idoso_qtd_feridos_oc;info_adicional_idoso_ferido_oc;informacao_via_oc;descricao_via_interrompida_oc;data_interrupcao_via_oc;data_liberacao_via_oc;outros_recortes;motivo_principal;motivo_complementar
49956;Av. Schultz Wenk - Cordovil, Rio de Janeiro - RJ, 21012-155, Brasil;-22.8220952000;-43.2904238000;01/06/2022;00:38:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49964;Morro do Estado - Ingá, Niterói - RJ, 24210-080, Brasil;-22.8995330000;-43.1181878000;01/06/2022;08:53:00;0;0;0;0;0;19;3641;Niterói;3303302;niteroiense;487562;13392;3.64;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Disputa;
49965;Av. Pastor Martin Luther King Júnior - Inhauma, Rio de Janeiro - RJ, 20765-630, Brasil;-22.8745095000;-43.2826229000;01/06/2022;09:00:00;1;0;1;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;1;0;0;0;Não;0;;Sim;Fora de serviço;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Sim;1;;0;;Não;;;;;Tentativa/Roubo;Homicidio/Tentativa
49966;Morro do São João, Engenho Novo, Rio de Janeiro - RJ, 20950, Brasil;-22.9078627000;-43.2659281000;01/06/2022;15:49:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49968;R. Saçu - Quintino Bocaiuva, Rio de Janeiro - RJ, 20740-480, Brasil;-22.8968920000;-43.3229301000;01/06/2022;19:09:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49969;R. André Rocha - Curicica, Rio de Janeiro - RJ, Brasil;-22.9440586000;-43.3868566000;01/06/2022;17:55:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;1;Não;0;Nýo identificado;Não;;;Sim;0;1;Não;0;0;Não;0;0;Sim;0;;1;Bala perdida;Não;0;;0;;Não;0;;0;;Não;;;;;Ação policial;
49971;R. José Vicente- Grajau, Rio de Janeiro - RJ, 20540-330, Brasil;-22.9226437000;-43.2569790000;01/06/2022;16:35:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49972;Largo do Bicão - Vila da Penha, Rio de Janeiro - RJ, 21211-007, Brasil;-22.8391092000;-43.3111591000;01/06/2022;21:20:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49973;Cantagalo, Niterói - RJ, Brasil;-22.9209343000;-43.0559136000;01/06/2022;15:00:00;1;0;0;0;0;19;3641;Niterói;3303302;niteroiense;487562;13392;3.64;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Ação policial;
49974;Estrada do Galeão - Galeão, Rio de Janeiro - RJ, Brasil;-22.8185377000;-43.2252866000;02/06/2022;06:00:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;Perseguição;Tentativa/Roubo;Ação policial
49975;Vila Kennedy, Bangu, Rio de Janeiro - RJ, 21850-007, Brasil;-22.8603609000;-43.4886679000;02/06/2022;06:12:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;1;0;0;Não;0;PM;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Operação policial;
49976;Jóquei Clube, São Gonçalo - RJ, 24742-000, Brasil;-22.8467228000;-42.9983948000;02/06/2022;08:00:00;1;0;0;1;0;19;3666;São Gonçalo;3304904;gonçalense;999728;24771;4.04;Rio de Janeiro;RJ;33;0;1;0;0;Não;0;PM;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Ação policial;
49977;Morro do Adeus, Complexo do Alemão, Rio de Janeiro - RJ, 21061-600, Brasil;-22.8648338000;-43.2617645000;01/06/2022;15:00:00;0;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;1;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Outro;
49978;R. João Rodrigues da Cunha, 195 - Olinda, Nilópolis - RJ, 26510-056, Brasil;-22.8195099000;-43.4119721000;02/06/2022;13:08:00;0;0;0;0;0;19;3640;Nilópolis;3303203;nilopolitano;157425;1939;8.12;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49979;Caixa D'água, Vila Tiradentes, São João de Meriti - RJ, Brasil;-22.7959343000;-43.3849625000;02/06/2022;16:18:00;0;0;0;0;0;19;3668;São João de Meriti;3305109;meritiense;458673;3522;13.02;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49980;R. São Salvador - Flamengo, Rio de Janeiro - RJ, 22231-130, Brasil;-22.9338344000;-43.1795673000;02/06/2022;13:00:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Ação policial;Tentativa/Roubo
49981;R. Adriano - Méier, Rio de Janeiro - RJ, 20735-060, Brasil;-22.9009359000;-43.2892926000;02/06/2022;13:00:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Briga;Tiros a esmo
49982;Vigário Geral, Rio de Janeiro - RJ, 21241-315, Brasil;-22.8093471000;-43.3091200000;02/06/2022;21:10:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49983;Estr. do Porto Velho - Cordovil, Rio de Janeiro - RJ, 21012-140, Brasil;-22.8207138000;-43.2917724000;03/06/2022;00:01:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49984;R. Saçu - Quintino Bocaiuva, Rio de Janeiro - RJ, 20740-480, Brasil;-22.8970961000;-43.3228581000;03/06/2022;06:01:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Ação policial;
49985;Morro do 18 - Água Santa, Rio de Janeiro - RJ, 20745-190, Brasil;-22.9055326000;-43.3079495000;03/06/2022;05:30:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49986;Morro do 18 - Água Santa, Rio de Janeiro - RJ, 20745-190, Brasil;-22.9062094000;-43.3082391000;03/06/2022;06:37:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Operação policial;
49987;Favela da Prainha, Bar dos Cavaleiros, Duque de Caxias - RJ, 25010-090, Brasil;-22.7989500000;-43.3231000000;03/06/2022;11:34:00;0;0;0;0;0;19;3618;Duque de Caxias;3301702;caxiense;855048;46762;1.83;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49988;Nova Holanda  - Bonsucesso, Rio de Janeiro - RJ, 21044-250, Brasil;-22.8559064000;-43.2450722000;03/06/2022;19:00:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49989;Alameda Ricardo - Wona, Belford Roxo - RJ, 26183-700, Brasil;-22.7249386000;-43.3386317000;03/06/2022;13:00:00;0;1;0;0;0;19;3602;Belford Roxo;3300456;belford-roxense;469332;7782;6.03;Rio de Janeiro;RJ;33;1;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Homicidio/Tentativa;
49990;Outeiro das Pedras, Itaboraí - RJ, 24800, Brasil;-22.7491480000;-42.8755389000;03/06/2022;21:41:00;0;0;0;0;0;19;3622;Itaboraí;3301900;itaboraiense;218008;43037;506.60;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49991;Rio do Ouro, Niterói - RJ, Brasil;-22.8982316000;-42.9942978000;03/06/2022;20:45:00;0;0;0;0;0;19;3641;Niterói;3303302;niteroiense;487562;13392;3.64;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49992;Favela da Prainha  - Parque Lafaiete, Duque de Caxias - RJ, 25010-690, Brasil;-22.7997726000;-43.3222039000;03/06/2022;23:05:00;0;0;0;0;0;19;3618;Duque de Caxias;3301702;caxiense;855048;46762;1.83;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49996;Para Pedro, Colégio, Rio de Janeiro - RJ, 20765, Brasil;-22.8430930000;-43.3356113000;04/06/2022;08:12:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
49998;Jardim Olavo Bilac, Duque de Caxias - RJ, Brasil;-22.7619547000;-43.3222618000;04/06/2022;01:00:00;0;0;0;0;0;19;3618;Duque de Caxias;3301702;caxiense;855048;46762;1.83;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50000;Túnel Santa Bárbara - Santa Teresa, Rio de Janeiro - RJ, Brasil;-22.9256072000;-43.1899768000;03/06/2022;22:00:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Tentativa/Roubo;Ação policial
50001;Favela Bandeira 2 - Del Castilho, Rio de Janeiro - RJ, 20771-595, Brasil;-22.8808915000;-43.2691984000;04/06/2022;20:10:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50002;R. Bento Gonçalves - Engenho de Dentro, Rio de Janeiro - RJ, 20755-310, Brasil;-22.8939333000;-43.2977172000;04/06/2022;18:00:00;1;2;0;0;1;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;2;1;0;0;Não;0;;Sim;;Fora de serviço;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Tentativa/Roubo;
50003;Batan  - Realengo, Rio de Janeiro - RJ, 21730-310, Brasil;-22.8630549000;-43.4284427000;04/06/2022;23:25:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50006;Jardim Metropole, São João de Meriti - RJ, Brasil;-22.7645625000;-43.3367082000;05/06/2022;00:29:00;0;0;0;0;0;19;3668;São João de Meriti;3305109;meritiense;458673;3522;13.02;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50009;Morro Agudo, Nova Iguaçu - RJ, Brasil;-22.7363219000;-43.4909578000;05/06/2022;12:00:00;0;1;0;0;0;19;3643;Nova Iguaçu;3303500;iguaçuano;796257;52125;1.53;Rio de Janeiro;RJ;33;1;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Execução;
50010;Av. de Santa Cruz - Sen. Vasconcelos, Rio de Janeiro - RJ, Brasil;-22.8901329000;-43.5246490000;04/06/2022;22:00:00;1;0;0;1;1;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;1;0;1;Não;0;;Sim;;Fora de serviço;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;Bar;Briga;
50011;Tv. Rodrigues Ac R Congo, 156 - Bangu, Rio de Janeiro - RJ, 21852-580, Brasil;-22.8620555000;-43.4897640000;05/06/2022;18:30:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50012;Rua Quarante e Nove (Vilar Carioca)  - Inhoaíba, Rio de Janeiro - RJ, 23060-720, Brasil;-22.9034388000;-43.6054212000;05/06/2022;19:05:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50013;Vila Cristóvão Colombo - Pilares, Rio de Janeiro - RJ, 20760-230, Brasil;-22.8813793000;-43.2878147000;05/06/2022;20:00:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Ação policial;
50015;Favela Para Pedro - Colégio, Rio de Janeiro - RJ, 21235-280, Brasil;-22.8384863000;-43.3332202000;05/06/2022;06:30:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Disputa;
50016;Jardim Catarina, São Gonçalo - RJ, Brasil;-22.7921669000;-42.9997977000;05/06/2022;21:00:00;0;0;0;2;0;19;3666;São Gonçalo;3304904;gonçalense;999728;24771;4.04;Rio de Janeiro;RJ;33;0;2;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Tentativa/Roubo;
50017;R. Dois de Dezembro - Flamengo, Rio de Janeiro - RJ, 22220-040, Brasil;-22.9297499000;-43.1775940000;05/06/2022;23:00:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50018;Tv. Paulo Provincina - Vila Isabel, Rio de Janeiro - RJ, 20551-630, Brasil;-22.9129997000;-43.2535297000;06/06/2022;05:48:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50019;Estr. do Quitungo - Brás de Pina, Rio de Janeiro - RJ, Brasil;-22.8313548000;-43.3022253000;06/06/2022;05:30:00;1;0;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;1;0;0;Não;0;PM;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Operação policial;
50021;Penha Circular, Rio de Janeiro - RJ, 21210-420, Brasil;-22.8396159000;-43.2915072000;06/06/2022;05:06:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50022;São João de Meriti - RJ, 25575-815, Brasil;-22.7757859000;-43.3607800000;06/06/2022;04:30:00;0;0;0;0;0;19;3668;São João de Meriti;3305109;meritiense;458673;3522;13.02;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50023;R. João Capistrano de Abreu - Amendoeira, São Gonçalo - RJ, 24746-265, Brasil;-22.8366861000;-42.9820306000;06/06/2022;08:00:00;1;1;0;2;0;19;3666;São Gonçalo;3304904;gonçalense;999728;24771;4.04;Rio de Janeiro;RJ;33;1;2;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;Ataques armados sobre rodas;Ação policial;
50030;Av. Mal. Rondon - Engenho Novo, Rio de Janeiro - RJ, Brasil;-22.9041796000;-43.2637354000;06/06/2022;12:00:00;1;1;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;1;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Briga;Disparo Acidental
50031;R. Marcio Rangel pereira - Camburi, Maricá - RJ, 24914-000, Brasil;-22.9116750000;-42.8303700000;06/06/2022;09:00:00;0;2;0;0;0;19;3634;Maricá;3302700;maricaense;127461;36257;351.60;Rio de Janeiro;RJ;33;2;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Sim;1;Suicídio;0;;Não;;;;;Homicidio/Tentativa;Suicídio
50032;Centro, Itaboraí - RJ, 24800-041, Brasil;-22.7470243000;-42.8586946000;06/06/2022;18:00:00;0;0;0;0;0;19;3622;Itaboraí;3301900;itaboraiense;218008;43037;506.60;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50033;Morro do Estado, Niterói - RJ, Brasil;-22.8989571000;-43.1193031000;06/06/2022;19:15:00;0;0;0;0;0;19;3641;Niterói;3303302;niteroiense;487562;13392;3.64;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50034;Morro do Andarai - Andaraí, Rio de Janeiro - RJ, 20541, Brasil;-22.9352778000;-43.2563889000;06/06/2022;19:25:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50035;Chácara do Céu - R. da Jaqueira - Tijuca, Rio de Janeiro - RJ, 20510, Brasil;-22.9349129000;-43.2553238000;06/06/2022;17:00:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50036;Estr. do Porto Velho - Cordovil, Rio de Janeiro - RJ, 21012-140, Brasil;-22.8207138000;-43.2917724000;06/06/2022;23:15:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50037;Morro do Andaraí  - Andaraí, Rio de Janeiro - RJ, 20541-240, Brasil;-22.9334539000;-43.2569959000;06/06/2022;23:41:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50039;Morro da Serrinha, Madureira, Rio de Janeiro - RJ, 21360-370, Brasil;-22.8644258000;-43.3280985000;07/06/2022;06:44:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Operação policial;
50040;Morro da Serrinha, Madureira, Rio de Janeiro - RJ, 21360-370, Brasil;-22.8644258000;-43.3280985000;07/06/2022;07:48:00;1;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;Nýo identificado;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Operação policial;
50045;R. Praia da Rosa - Bancários, Rio de Janeiro - RJ, 21920-135, Brasil;-22.7871476000;-43.1890285000;07/06/2022;10:56:00;0;0;0;0;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;0;0;0;0;Não;0;;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Não identificado;
50046;Santa Luzia, São Gonçalo - RJ, Brasil;-22.8008920000;-42.9783484000;07/06/2022;11:30:00;1;1;0;0;0;19;3666;São Gonçalo;3304904;gonçalense;999728;24771;4.04;Rio de Janeiro;RJ;33;1;0;0;0;Não;0;PM;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Ação policial;
50047;Morro do Turano, Tijuca, Rio de Janeiro - RJ, 20261-130, Brasil;-22.9270082000;-43.2214729000;07/06/2022;14:42:00;1;1;0;1;0;19;3661;Rio de Janeiro;3304557;carioca;6320446;119746;5.27;Rio de Janeiro;RJ;33;1;1;0;0;Não;0;PC;Não;;;Não;0;0;Não;0;0;Não;0;0;Não;0;;0;;Não;0;;0;;Não;0;;0;;Não;;;;;Operação policial;
